,Brand,ModelName,ModelID,Color,Transmission,mileage,Price,bodyTypeName,FuelType,SellerState,MSRP,DaysOnMarket,OwnerCount,AccidentCount,Alloy Wheels,Backup Camera,Bluetooth,Heated Seats,Navigation System,Leather Seats,Blind Spot Monitoring,Sunroof/Moonroof,Remote Start,CarPlay,Android Auto,Parking Sensors,Adaptive Cruise Control,YearOld,id
6721,Chevrolet,Malibu,d622,SILVER,Automatic,41111.0,19995.0,Sedan,Gasoline,IL,19995.0,33,2.0,0.0,1,1,1,0,1,0,0,0,1,1,1,0,0,5,6721
6722,BMW,X5,d393,UNKNOWN,Automatic,102296.0,22256.0,SUV / Crossover,Diesel,IL,,58,2.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,8,6722
6723,Chevrolet,Silverado 1500,d630,BLACK,Automatic,10775.0,55399.0,Pickup Truck,Diesel,IL,57923.0,21,1.0,0.0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,6723
6724,Ford,Expedition,d333,SILVER,Automatic,46143.0,49994.0,SUV / Crossover,Gasoline,IL,,117,2.0,0.0,1,1,1,0,0,0,0,0,0,1,1,1,0,3,6724
6725,Jeep,Grand Cherokee,d490,BLUE,Automatic,127439.0,21999.0,SUV / Crossover,Gasoline,IL,,127,2.0,0.0,1,1,1,1,1,1,0,1,1,0,0,1,0,5,6725
6726,GMC,Yukon,d130,WHITE,Automatic,76519.0,49199.0,SUV / Crossover,Gasoline,IL,49583.0,12,2.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,4,6726
6727,Kia,Soul,d2020,BROWN,Automatic,82632.0,13059.0,Wagon,Gasoline,IL,,8,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,6727
6728,Mercedes-Benz,S-Class,d82,SILVER,Automatic,1077.0,138994.0,Sedan,Gasoline,IL,,226,1.0,0.0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,6728
6729,Ford,F-150,d337,GRAY,Automatic,74836.0,36994.0,Pickup Truck,Gasoline,IL,,19,2.0,0.0,1,1,1,1,1,0,0,0,1,0,0,0,0,4,6729
6730,Ford,Explorer,d334,WHITE,Automatic,100440.0,18995.0,SUV / Crossover,Gasoline,IL,18995.0,106,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,6730
6731,Jeep,Patriot,d906,GRAY,Automatic,83117.0,17725.0,SUV / Crossover,Gasoline,IL,,64,1.0,0.0,1,0,1,1,0,0,0,1,1,0,0,0,0,6,6731
6732,Chevrolet,Blazer,d602,BLUE,Automatic,51660.0,33125.0,SUV / Crossover,Gasoline,IL,,118,1.0,0.0,1,1,1,1,1,0,1,0,1,0,0,1,0,2,6732
6733,RAM,2500,d2102,WHITE,Automatic,184647.0,39999.0,Pickup Truck,Diesel,IL,,6,2.0,0.0,1,1,1,1,0,1,0,0,0,0,0,1,0,8,6733
6734,Volvo,XC90,d523,BLACK,Automatic,103966.0,28987.0,SUV / Crossover,Gasoline,IL,,108,1.0,0.0,1,1,1,1,1,1,0,1,0,0,0,1,0,6,6734
6735,Ford,Focus,d346,WHITE,Automatic,104618.0,10995.0,Hatchback,Gasoline,IL,,190,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,6735
6736,Ford,Escape,d330,BLACK,Automatic,62577.0,20962.0,SUV / Crossover,Gasoline,IL,,65,,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,6736
6737,RAM,1500,d2110,RED,Automatic,81873.0,37962.0,Pickup Truck,Gasoline,IL,,61,1.0,0.0,1,1,1,1,0,0,0,0,1,1,1,1,0,3,6737
6738,Toyota,Camry,d292,GRAY,Automatic,70225.0,22890.0,Sedan,Gasoline,IL,,132,1.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,1,3,6738
6739,Chevrolet,Silverado 1500,d630,RED,Automatic,46032.0,32995.0,Pickup Truck,Flex Fuel Vehicle,IL,32995.0,246,2.0,0.0,1,1,1,0,0,0,0,0,1,0,0,1,0,8,6739
6740,Ford,Explorer,d334,RED,Automatic,10555.0,57995.0,SUV / Crossover,Gasoline,IL,,22,1.0,0.0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,6740
6741,Chevrolet,Malibu,d622,RED,Automatic,35287.0,22980.0,Sedan,Gasoline,IL,22980.0,120,1.0,0.0,1,1,1,0,0,1,0,0,0,1,1,0,0,4,6741
6742,Ford,EcoSport,d2506,RED,Automatic,30316.0,21486.0,SUV / Crossover,Gasoline,IL,,62,1.0,0.0,0,1,1,1,0,0,0,1,0,1,1,1,0,4,6742
6743,Ford,Fusion Hybrid,d2702,BLUE,CVT,6299.0,27411.0,Sedan,Hybrid,IL,29990.0,204,1.0,0.0,0,1,0,0,1,0,1,0,0,1,1,1,0,3,6743
6744,Honda,Passport,d593,GRAY,Automatic,32648.0,34400.0,SUV / Crossover,Gasoline,IL,,24,1.0,0.0,1,1,1,1,0,1,1,1,1,1,1,0,1,3,6744
6745,Honda,CR-V,d589,WHITE,CVT,77084.0,25888.0,SUV / Crossover,Gasoline,IL,,37,2.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6745
6746,Audi,A3,d24,BLACK,Automatic,72655.0,20988.0,Convertible,Gasoline,IL,,96,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,6,6746
6747,Jeep,Wrangler Unlimited,d2412,BLACK,Automatic,12983.0,45990.0,SUV / Crossover,Gasoline,IL,,16,1.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,0,4,6747
6748,Mercedes-Benz,S-Class,d82,BLACK,Automatic,11345.0,69900.0,Sedan,Gasoline,IL,,180,1.0,0.0,1,1,1,1,1,1,1,1,0,1,1,1,1,3,6748
6749,Cadillac,Escalade,d142,BLACK,Automatic,92078.0,29494.0,SUV / Crossover,Flex Fuel Vehicle,IL,,13,3.0,0.0,0,1,1,1,1,1,1,1,1,0,0,0,0,9,6749
6750,Chevrolet,Colorado,d614,UNKNOWN,Automatic,12778.0,48000.0,Pickup Truck,Diesel,IL,,109,1.0,0.0,1,1,1,1,1,1,0,0,1,1,0,0,0,2,6750
6751,Honda,Odyssey,d592,GRAY,Automatic,22452.0,45486.0,Minivan,Gasoline,IL,53973.0,29,1.0,0.0,1,1,1,1,1,0,0,1,1,1,1,0,0,2,6751
6752,Ford,F-150,d337,WHITE,Automatic,36895.0,46946.0,Pickup Truck,Gasoline,IL,,6,1.0,0.0,1,1,1,1,1,0,0,1,1,1,1,1,0,4,6752
6753,Porsche,Taycan,d2974,BLACK,Automatic,5214.0,171795.0,Sedan,Electric,IL,,111,1.0,0.0,0,1,1,1,1,1,1,1,0,1,0,1,1,2,6753
6754,Jeep,Compass,d905,GRAY,Automatic,44899.0,25997.0,SUV / Crossover,Gasoline,IL,,68,1.0,1.0,1,1,1,1,1,1,0,0,1,1,1,0,0,3,6754
6755,Tesla,Model Y,d3044,WHITE,Automatic,3878.0,65695.0,SUV / Crossover,Electric,IL,,47,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6755
6756,Ford,Ranger,d354,GRAY,Automatic,8356.0,41711.0,Pickup Truck,Gasoline,IL,44500.0,9,1.0,0.0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,6756
6757,Chevrolet,Camaro,d606,BLUE,Automatic,42540.0,31000.0,Convertible,Gasoline,IL,,8,2.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,6,6757
6758,Ford,F-150,d337,GRAY,Automatic,31520.0,41700.0,Pickup Truck,Gasoline,IL,,292,1.0,0.0,1,1,1,1,1,1,0,0,1,1,1,1,0,4,6758
6759,Cadillac,Escalade ESV,d143,BLACK,Automatic,68123.0,51995.0,SUV / Crossover,Gasoline,IL,,120,3.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,5,6759
6760,Nissan,Armada,d238,SILVER,Automatic,43698.0,48777.0,SUV / Crossover,Gasoline,MO,55150.0,78,2.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,1,2,6760
6761,Jeep,Wrangler Unlimited,d2412,SILVER,Automatic,24340.0,59530.0,SUV / Crossover,Gasoline,MO,,214,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,2,6761
6762,Jeep,Wrangler Unlimited,d2412,BLACK,Automatic,19961.0,45485.0,SUV / Crossover,Gasoline,IL,47969.0,280,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,6762
6763,Ford,F-150,d337,GRAY,Automatic,16124.0,74994.0,Pickup Truck,Gasoline,MO,,118,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,6763
6764,Kia,Optima,d158,UNKNOWN,Automatic,65552.0,21299.0,Sedan,Gasoline,IL,21299.0,2,1.0,0.0,1,1,1,0,0,0,1,0,0,1,1,0,0,3,6764
6765,Volkswagen,Passat,d202,BLACK,Automatic,118046.0,11995.0,Sedan,Diesel,MO,,22,3.0,1.0,1,0,1,1,1,0,0,0,1,0,0,0,0,10,6765
6766,GMC,Acadia,d925,BLACK,Automatic,106143.0,28300.0,SUV / Crossover,Gasoline,IL,,107,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,5,6766
6767,Acura,RDX,d921,WHITE,Automatic,84145.0,25992.0,SUV / Crossover,Gasoline,MO,,58,3.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,5,6767
6768,Ford,Mustang,d2,GRAY,Manual,126917.0,21900.0,Coupe,Gasoline,MO,,56,3.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,8,6768
6769,Ford,Edge,d923,BLUE,Automatic,22058.0,37998.0,SUV / Crossover,Gasoline,IL,,61,2.0,0.0,1,1,1,1,0,1,1,0,1,0,0,1,0,3,6769
6770,Ford,Fusion,d845,BLACK,Automatic,30065.0,22878.0,Sedan,Gasoline,MO,,231,1.0,0.0,1,1,1,0,0,0,0,1,0,1,1,0,0,4,6770
6771,Ford,Edge,d923,GRAY,Automatic,46587.0,27504.0,SUV / Crossover,Gasoline,IL,28990.0,37,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,0,5,6771
6772,Chevrolet,Silverado 1500,d630,WHITE,Automatic,33605.0,47500.0,Pickup Truck,Gasoline,IL,47500.0,68,,0.0,1,1,1,0,0,0,1,0,1,1,1,0,0,2,6772
6773,Chevrolet,Tahoe,d639,BLACK,Automatic,42994.0,61900.0,SUV / Crossover,Gasoline,IL,61900.0,158,2.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,0,4,6773
6774,Mercedes-Benz,M-Class,d80,BLACK,Automatic,117918.0,17495.0,SUV / Crossover,Gasoline,MO,,2,4.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,10,6774
6775,Chevrolet,Suburban,d638,SILVER,Automatic,172456.0,16990.0,SUV / Crossover,Flex Fuel Vehicle,MO,,33,3.0,0.0,1,1,1,1,1,1,0,0,1,0,0,1,0,11,6775
6776,Dodge,Grand Caravan,d653,RED,Automatic,64095.0,29994.0,Minivan,Flex Fuel Vehicle,MO,,92,2.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,6776
6777,Jeep,Wrangler,d494,BLACK,Manual,58497.0,28251.0,SUV / Crossover,Gasoline,MO,,200,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6777
6778,Lincoln,MKC,d2259,GRAY,Automatic,30662.0,34992.0,SUV / Crossover,Gasoline,MO,,62,1.0,0.0,1,1,1,1,1,1,0,1,1,1,1,0,0,3,6778
6779,Ford,F-150,d337,GRAY,Automatic,24849.0,43990.0,Pickup Truck,,IL,43990.0,66,1.0,0.0,1,1,1,1,1,1,0,0,1,1,1,0,0,3,6779
6780,Kia,Sportage,d164,BLACK,Automatic,33263.0,25748.0,SUV / Crossover,Gasoline,IN,,100,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6780
6781,Kia,Sportage,d164,GRAY,Automatic,9226.0,25987.0,SUV / Crossover,Gasoline,IN,,372,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,6781
6782,Nissan,Murano,d243,SILVER,CVT,41980.0,27396.0,SUV / Crossover,Gasoline,IL,,125,1.0,0.0,1,1,1,0,1,0,0,0,0,1,1,0,0,4,6782
6783,Dodge,Journey,d1135,BLACK,Automatic,13147.0,24544.0,SUV / Crossover,Gasoline,IN,,0,1.0,0.0,1,1,1,1,0,1,0,1,1,0,0,1,0,6,6783
6784,Toyota,Camry,d292,WHITE,Automatic,36537.0,27541.0,Sedan,Gasoline,IN,,44,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6784
6785,INFINITI,FX35,d573,GRAY,Automatic,140310.0,14555.0,SUV / Crossover,Gasoline,IL,,96,4.0,0.0,0,1,1,1,1,1,0,1,0,0,0,0,0,11,6785
6786,Lexus,IS,d2824,WHITE,Automatic,44081.0,29703.0,Sedan,Gasoline,IL,,232,1.0,0.0,0,1,1,1,1,1,1,1,0,0,0,1,1,5,6786
6787,Land Rover,Range Rover Velar,d2558,GRAY,Automatic,27622.0,62998.0,SUV / Crossover,Gasoline,IN,,34,1.0,0.0,1,1,1,0,1,0,1,1,0,1,1,0,0,2,6787
6788,Ford,Explorer,d334,SILVER,Automatic,50021.0,24895.0,SUV / Crossover,Gasoline,IL,,219,1.0,0.0,1,1,1,1,1,0,0,0,1,0,0,1,0,6,6788
6789,Toyota,Tacoma,d311,GRAY,Automatic,16703.0,39850.0,Pickup Truck,Gasoline,IL,,65,1.0,2.0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,6789
6790,BMW,3 Series,d1512,SILVER,Automatic,22370.0,36895.0,Sedan,Gasoline,IL,,79,1.0,1.0,1,1,1,1,0,0,1,1,1,0,0,0,0,3,6790
6791,Kia,Soul,d2020,GRAY,Automatic,68094.0,12588.0,Wagon,Gasoline,IL,,22,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,6791
6792,Ford,Explorer,d334,WHITE,Automatic,94980.0,23904.0,SUV / Crossover,Gasoline,IL,,265,1.0,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,5,6792
6793,Honda,CR-V,d589,GRAY,CVT,33160.0,29000.0,SUV / Crossover,Gasoline,IL,,61,1.0,0.0,1,1,1,1,0,0,1,1,1,1,1,0,1,3,6793
6794,RAM,1500,d2110,RED,Automatic,2960.0,63486.0,Pickup Truck,Gasoline,IN,,34,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6794
6795,Honda,HR-V,d1271,BLACK,CVT,22201.0,21736.0,SUV / Crossover,Gasoline,IL,22950.0,22,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,6795
6796,MINI,Cooper,d436,RED,Automatic,26203.0,26995.0,Hatchback,Gasoline,IL,,9,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,6796
6797,Ford,F-150,d337,GRAY,Automatic,88483.0,27500.0,Pickup Truck,Flex Fuel Vehicle,IN,,69,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6797
6798,GMC,Sierra 2500HD,d119,WHITE,Automatic,32549.0,68900.0,Pickup Truck,Biodiesel,IL,,16,1.0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,3,6798
6799,Hyundai,Sonata,d96,BLUE,Automatic,38732.0,18999.0,Sedan,Gasoline,IL,,1,1.0,0.0,1,1,1,0,0,0,1,0,0,1,1,0,0,4,6799
6800,Nissan,Sentra,d249,GRAY,CVT,81150.0,15500.0,Sedan,Gasoline,IL,,76,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,6800
6801,Mazda,CX-5,d2133,BLACK,Automatic,75543.0,19971.0,SUV / Crossover,Gasoline,IL,,75,1.0,1.0,1,1,1,1,1,0,1,1,0,0,0,0,0,6,6801
6802,Honda,Civic,d586,UNKNOWN,N/A,5842.0,25785.0,Sedan,Gasoline,IL,,37,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6802
6803,Nissan,Rogue,d1047,BLUE,CVT,58570.0,26000.0,SUV / Crossover,Gasoline,IL,30675.0,35,1.0,0.0,1,1,1,1,0,0,1,0,1,1,1,1,0,2,6803
6804,Mazda,CX-5,d2133,WHITE,Automatic,34155.0,28626.0,SUV / Crossover,Gasoline,IL,,35,1.0,0.0,1,1,1,1,0,1,1,1,0,1,1,0,1,3,6804
6805,Hyundai,Tucson,d98,WHITE,Automatic,7957.0,24995.0,SUV / Crossover,Gasoline,IL,,33,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,3,6805
6806,Nissan,Altima,d237,BLACK,CVT,60544.0,24800.0,Sedan,Gasoline,IL,30700.0,40,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6806
6807,Honda,Odyssey,d592,GRAY,Automatic,22802.0,43795.0,Minivan,Gasoline,IL,,25,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,3,6807
6808,Mazda,CX-5,d2133,BLACK,Automatic,23059.0,33897.0,SUV / Crossover,Gasoline,IL,,18,1.0,0.0,1,1,1,1,0,1,1,1,0,0,0,0,1,2,6808
6809,Ford,Edge,d923,WHITE,Automatic,38034.0,29971.0,SUV / Crossover,Gasoline,IL,,126,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,6809
6810,Nissan,Altima,d237,WHITE,CVT,60637.0,20500.0,Sedan,Gasoline,IL,,40,1.0,0.0,0,1,1,0,0,0,0,0,1,1,1,0,0,3,6810
6811,Nissan,Pathfinder,d245,GRAY,CVT,59938.0,35500.0,SUV / Crossover,Gasoline,IL,41950.0,29,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,1,2,6811
6812,Ford,Explorer,d334,SILVER,Automatic,23426.0,32047.0,SUV / Crossover,Gasoline,IL,35825.0,51,1.0,0.0,1,1,1,1,1,1,1,1,0,0,0,1,1,4,6812
6813,GMC,Sierra 1500,d116,BLACK,Automatic,12626.0,56998.0,Pickup Truck,Gasoline,IL,,59,1.0,0.0,1,1,1,1,0,1,0,0,1,1,1,1,0,2,6813
6814,Jeep,Gladiator,d2021,UNKNOWN,Automatic,42233.0,39999.0,Pickup Truck,Gasoline,IL,,5,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6814
6815,Chevrolet,Trax,d2272,BLACK,Automatic,29774.0,22971.0,SUV / Crossover,Gasoline,IL,,6,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,6815
6816,Chevrolet,Malibu,d622,WHITE,Automatic,73944.0,18318.0,Sedan,Gasoline,IL,,57,2.0,0.0,1,1,1,0,1,1,0,0,0,1,1,0,0,6,6816
6817,Nissan,Altima,d237,WHITE,CVT,59925.0,23000.0,Sedan,Gasoline,IL,27375.0,35,1.0,0.0,0,1,1,0,0,0,0,0,1,1,1,0,0,2,6817
6818,Hyundai,Santa Fe Sport,d2383,WHITE,Automatic,85645.0,19148.0,SUV / Crossover,Gasoline,IL,,22,2.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,6818
6819,Nissan,Altima,d237,BLACK,CVT,62189.0,24000.0,Sedan,Gasoline,IL,28025.0,29,1.0,0.0,1,1,1,0,0,0,1,0,1,1,1,1,0,2,6819
6820,Kia,Carnival,d3117,RED,Automatic,3974.0,55000.0,Minivan,Gasoline,IL,55842.0,9,1.0,0.0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,6820
6821,Jeep,Renegade,d2268,WHITE,Automatic,3007.0,18777.0,SUV / Crossover,Flex Fuel Vehicle,IL,,246,1.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,5,6821
6822,Chevrolet,Silverado 1500,d630,SILVER,Automatic,113015.0,26021.0,Pickup Truck,Flex Fuel Vehicle,IL,,79,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,7,6822
6823,Ford,F-150,d337,GRAY,Automatic,8033.0,44990.0,Pickup Truck,,IL,44990.0,12,1.0,0.0,1,1,0,1,1,0,0,1,1,1,0,0,0,3,6823
6824,Chevrolet,Blazer,d602,BLACK,Automatic,82598.0,36500.0,SUV / Crossover,Gasoline,IL,,97,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6824
6825,Subaru,WRX STI,d2341,BLUE,Manual,99318.0,27647.0,Sedan,Gasoline,IL,,63,2.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,6825
6826,Ford,Edge,d923,RED,Automatic,41226.0,29995.0,SUV / Crossover,Gasoline,IL,,236,1.0,0.0,1,0,1,1,0,0,0,0,1,1,1,1,0,3,6826
6827,Dodge,Durango,d651,UNKNOWN,Automatic,4868.0,54990.0,SUV / Crossover,Gasoline,IL,,27,1.0,0.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,6827
6828,Chevrolet,Blazer,d602,WHITE,Automatic,53585.0,30490.0,SUV / Crossover,Gasoline,IL,32990.0,235,1.0,0.0,1,1,1,1,0,0,1,0,1,1,1,1,0,3,6828
6829,Chevrolet,Equinox,d616,GRAY,Automatic,52425.0,23990.0,SUV / Crossover,Gasoline,IL,24990.0,175,2.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,3,6829
6830,Chevrolet,Silverado 1500,d630,WHITE,Automatic,62712.0,34307.0,Pickup Truck,Gasoline,KY,,58,2.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,6,6830
6831,Kia,Sportage,d164,SILVER,Automatic,40755.0,26990.0,SUV / Crossover,Gasoline,IN,27990.0,9,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,6831
6832,Honda,Pilot,d594,GRAY,Automatic,84216.0,28762.0,SUV / Crossover,Gasoline,IN,,5,1.0,0.0,1,1,1,1,0,0,0,1,1,0,0,0,0,5,6832
6833,Ford,F-150,d337,WHITE,Automatic,25874.0,69014.0,Pickup Truck,Gasoline,IN,75900.0,253,1.0,0.0,1,1,0,0,0,0,0,0,1,1,1,1,0,3,6833
6834,RAM,1500,d2110,SILVER,Automatic,179533.0,20990.0,Pickup Truck,Gasoline,IN,,65,2.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,8,6834
6835,Chrysler,Pacifica,d177,SILVER,Automatic,49825.0,39795.0,Minivan,Gasoline,KY,,18,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,2,6835
6836,Buick,Enclave,d1029,BLUE,Automatic,77182.0,26961.0,SUV / Crossover,Gasoline,KY,,7,1.0,0.0,1,1,1,1,1,0,1,0,1,0,0,1,0,5,6836
6837,Ford,Ranger,d354,BLACK,N/A,16564.0,36700.0,Pickup Truck,Gasoline,IN,39900.0,58,1.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,3,6837
6838,GMC,Acadia,d925,SILVER,Automatic,97078.0,19900.0,SUV / Crossover,Gasoline,IN,,67,2.0,0.0,1,1,1,1,1,1,0,0,1,0,0,1,0,7,6838
6839,Ford,Mustang,d2,BLUE,Automatic,10961.0,40000.0,Coupe,Gasoline,IL,,174,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6839
6840,Toyota,Highlander,d298,WHITE,Automatic,36982.0,36266.0,SUV / Crossover,Gasoline,IL,,64,2.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6840
6841,Honda,CR-V,d589,BLACK,CVT,79918.0,20014.0,SUV / Crossover,Gasoline,IL,22335.0,105,1.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,6841
6842,Chevrolet,Tahoe,d639,BLACK,Automatic,105651.0,35172.0,SUV / Crossover,Flex Fuel Vehicle,IL,36996.0,1,3.0,0.0,1,1,1,1,1,1,0,0,1,0,0,1,0,7,6842
6843,Chevrolet,Spark,d2008,UNKNOWN,CVT,47824.0,16949.0,Hatchback,Gasoline,IA,,40,,0.0,1,1,1,1,1,1,0,1,0,0,0,1,0,5,6843
6844,Ford,F-250 Super Duty,d341,BLACK,Automatic,110423.0,48764.0,Pickup Truck,Flex Fuel Vehicle,IA,,1,3.0,0.0,1,1,1,1,1,0,0,1,0,1,1,1,0,5,6844
6845,Chevrolet,Silverado 1500,d630,BROWN,Automatic,11415.0,55899.0,Pickup Truck,Gasoline,MO,,112,1.0,0.0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,6845
6846,Jeep,Grand Cherokee,d490,BLACK,Automatic,52280.0,35583.0,SUV / Crossover,Gasoline,KY,38500.0,18,1.0,1.0,1,1,1,0,1,1,0,0,0,1,1,1,0,4,6846
6847,GMC,Yukon,d130,BLACK,Automatic,105758.0,34995.0,SUV / Crossover,Flex Fuel Vehicle,KY,34995.0,12,2.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,7,6847
6848,Nissan,Juke,d2072,GRAY,CVT,105945.0,12900.0,SUV / Crossover,Gasoline,KY,15000.0,62,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,6848
6849,Mercedes-Benz,S-Class,d82,GRAY,Automatic,91043.0,26576.0,Sedan,Gasoline,KY,28900.0,17,2.0,0.0,1,0,0,1,1,1,0,1,0,0,0,0,0,9,6849
6850,Buick,Encore,d2128,GRAY,Automatic,106600.0,15653.0,SUV / Crossover,Gasoline,KY,16900.0,2,1.0,0.0,1,1,1,0,1,1,1,1,1,0,0,0,0,6,6850
6851,Toyota,Highlander,d298,SILVER,Automatic,25904.0,44987.0,SUV / Crossover,Gasoline,MO,,72,1.0,0.0,1,1,0,1,1,0,0,1,0,0,0,0,0,3,6851
6852,Chrysler,Pacifica,d177,RED,Automatic,60538.0,31595.0,Minivan,Gasoline,KY,31595.0,92,1.0,0.0,1,1,1,1,0,1,1,0,1,1,1,0,0,2,6852
6853,Toyota,Tacoma,d311,BROWN,Automatic,20145.0,46647.0,Pickup Truck,Gasoline,MO,,16,1.0,0.0,1,1,0,0,0,0,1,1,0,0,0,1,0,2,6853
6854,Ford,Mustang,d2,BLACK,Automatic,24364.0,23997.0,Coupe,Gasoline,IN,,105,2.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,6854
6855,Toyota,Corolla iM,d2565,BLUE,CVT,31323.0,19999.0,Hatchback,Gasoline,IL,,39,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,6855
6856,Tesla,Model S,d2039,BLACK,Automatic,72087.0,44995.0,Sedan,Electric,IL,,19,2.0,0.0,1,1,1,1,1,0,1,1,1,0,0,1,0,6,6856
6857,Bentley,Bentayga,d2354,WHITE,Automatic,23060.0,152983.0,SUV / Crossover,Gasoline,IL,,206,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,4,6857
6858,Ford,F-450 Super Duty,d1022,WHITE,Automatic,16115.0,68995.0,Pickup Truck,Biodiesel,IN,,133,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6858
6859,BMW,X5,d393,WHITE,Automatic,30195.0,58995.0,SUV / Crossover,Gasoline,IL,,56,2.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,6859
6860,Chrysler,Pacifica Hybrid,d2478,WHITE,Automatic,12303.0,39500.0,Minivan,Gasoline,IL,,29,1.0,2.0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,6860
6861,Ford,Taurus,d355,WHITE,Automatic,36866.0,18296.0,Sedan,Gasoline,IL,,57,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,1,0,6,6861
6862,Chevrolet,Silverado 1500,d630,BLACK,Automatic,23961.0,50206.0,Pickup Truck,Gasoline,WI,,68,1.0,0.0,1,1,1,1,0,0,0,0,1,1,1,0,0,3,6862
6863,Land Rover,Range Rover Sport,d834,BLACK,Automatic,44359.0,64698.0,SUV / Crossover,Gasoline,WI,,4,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,0,4,6863
